item_id,order_id,product_id,quantity,unit_price,discount_percent
I01334,O00725,P0366,1,224.89,17
I01335,O00138,P0311,1,7861.98,30
I01336,O00523,P0169,2,7176.11,6
I01337,O00471,P0167,1,7219.95,16
I01338,O00470,P0170,2,8492.93,28
I01339,O01434,P0404,-3,6380.26,3
I01340,O00812,P0226,5,4794.29,9
I01341,O00871,P0177,5,9890.1,8
I01342,O01373,P0490,3,3658.7,8
I01343,O01089,P0108,4,8212.55,28
I01344,O00974,P0309,3,6233.46,14
I01345,O01315,P0352,5,6544.02,29
I01346,O01221,P0064,3,1556.13,14
I01347,O00524,P0448,5,5434.78,12
I01348,O00872,P0301,5,5324.17,24
I01349,O01415,P0307,2,703.12,10
I01350,O00273,P0429,4,4845.48,8
I01351,O00520,P0193,4,2402.26,25
I01352,O01226,P0277,1,7502.22,12
I01353,O00271,P0464,3,2116.98,17
I01354,O00334,P0267,2,2431.11,18
I01355,O00231,P0331,1,6629.36,15
I01356,O00322,P0484,1,8827.48,6
I01357,O01055,P0474,2,588.82,18
I01358,O00344,P0075,5,1299.15,26
I01359,O00472,P0090,-1,8900.74,0
I01360,O00791,P0237,1,4396.31,3
I01361,O01041,P0431,1,6350.65,21
I01362,O01386,P0247,5,7177.17,3
I01363,O00606,P0097,1,3789.45,25
I01364,O01484,P0121,1,8987.64,9
I01365,O01314,P0484,3,942.02,16
I01366,O00566,P0216,1,7852.08,24
I01367,O00400,P0162,5,3162.37,27
I01368,O01386,P0405,5,1066.82,0
I01369,O00035,P0235,2,8369.48,12
I01370,O00572,P0484,-2,3361.3,23
I01371,O00153,P0170,5,293.5,22
I01372,O01369,P0200,1,4278.61,2
I01373,O01326,P0202,-1,9169.78,9
I01374,O01442,P0431,1,8928.91,30
I01375,O00004,P0414,2,4525.51,10
I01376,O01212,P0138,1,7747.02,15
I01377,O00031,P0189,1,7752.76,24
I01378,O01123,P0104,2,3012.59,4
I01379,O01163,P0290,4,6256.12,5
I01380,O00032,P0271,4,2417.39,13
I01381,O01302,P0290,5,1271.3,16
I01382,O00149,P0187,4,403.29,25
I01383,O00744,P0233,5,8454.54,18
I01384,O00048,P0355,4,5987.55,4
I01385,O00272,P0221,1,8823.68,24
I01386,O01293,P0268,3,5815.39,26
I01387,O00620,P0041,2,5577.63,0
I01388,O00286,P0482,5,821.11,14
I01389,O00644,P0498,3,9577.64,14
I01390,O01447,P0047,4,6742.55,4
I01391,O01234,P0095,4,7862.18,3
I01392,O01321,P0283,5,1532.07,2
I01393,O00825,P0482,5,1463.93,8
I01394,O01236,P0483,2,4827.53,16
I01395,O00110,P0416,5,7100.62,29
I01396,O00751,P0137,3,9170.85,3
I01397,O00602,P0191,5,4912.46,26
I01398,O01036,P0065,1,128.57,18
I01399,O00752,P0255,2,8321.99,22
I01400,O00102,P0033,-5,6357.97,7
I01401,O00109,P0236,3,1799.6,26
I01402,O00963,P0091,2,5080.68,29
I01403,O01477,P0454,5,7896.72,0
I01404,O01066,P0334,1,9458.67,26
I01405,O01411,P0135,5,7199.06,7
I01406,O00860,P0038,1,3955.91,29
I01407,O00765,P0004,5,4866.56,1
I01408,O01314,P0358,3,7555.28,1
I01409,O00762,P0500,1,110.15,5
I01410,O00224,P0418,4,6603.68,10
I01411,O00090,P0381,2,3691.0,30
I01412,O01167,P0070,4,2076.13,1
I01413,O00882,P0304,4,3207.71,0
I01414,O00526,P0464,1,7036.54,20
I01415,O01176,P0403,1,3191.36,22
I01416,O00465,P0416,3,6494.01,25
I01417,O00847,P0304,5,5597.8,6
I01418,O01219,P0132,4,2862.38,15
I01419,O00181,P0492,1,6281.61,23
I01420,O00972,P0104,5,8067.26,25
I01421,O01486,P0397,5,800.16,8
I01422,O00721,P0397,3,5658.66,19
I01423,O00376,P0036,4,4735.89,9
I01424,O01492,P0185,2,4434.72,16
I01425,O00311,P0216,2,5346.4,12
I01426,O00892,P0020,3,7478.79,14
I01427,O00449,P0368,2,9964.91,28
I01428,O01031,P0100,3,5516.91,30
I01429,O00467,P0196,2,9219.26,25
I01430,O00283,P0277,3,569.59,10
I01431,O00910,P0475,1,2839.33,1
I01432,O01270,P0172,4,3589.15,11
I01433,O01157,P0094,4,7318.95,0
I01434,O00683,P0462,5,7680.03,3
I01435,O01434,P0159,1,7333.14,21
I01436,O00479,P0052,5,9515.32,3
I01437,O00795,P0049,4,6050.17,21
I01438,O00605,P0361,1,9430.05,21
I01439,O01440,P0091,4,1765.08,0
I01440,O00760,P0471,4,2414.7,26
I01441,O00171,P0350,3,1853.55,0
I01442,O00374,P0225,1,9021.06,25
I01443,O00122,P0006,5,1663.3,13
I01444,O00228,P0173,1,2224.53,23
I01445,O00711,P0495,2,7999.68,21
I01446,O01298,P0456,5,6214.59,1
I01447,O01009,P0052,4,7673.35,22
I01448,O00950,P0305,2,5552.37,29
I01449,O01209,P0346,3,3724.96,0
I01450,O00135,P0025,2,196.26,12
I01451,O01274,P0111,3,9701.36,24
I01452,O01186,P0061,1,129.74,11
I01453,O00440,P0220,2,551.51,19
I01454,O01112,P0154,3,6305.92,29
I01455,O01340,P0173,1,8816.95,19
I01456,O00736,P0178,2,7623.66,7
I01457,O00698,P0076,3,552.48,12
I01458,O00835,P0494,1,4920.24,30
I01459,O00040,P0204,-5,5754.81,30
I01460,O01120,P0199,5,7199.58,15
I01461,O01425,P0459,3,2492.2,15
I01462,O01394,P0065,5,7194.9,30
I01463,O01168,P0435,2,2960.86,18
I01464,O00043,P0002,3,3987.04,14
I01465,O00322,P0172,4,3348.11,6
I01466,O00023,P0038,2,4982.98,12
I01467,O00802,P0095,3,2930.1,14
I01468,O01193,P0032,5,6314.59,21
I01469,O00307,P0113,5,7913.84,9
I01470,O00143,P0008,3,7398.56,1
I01471,O00864,P0430,5,6799.99,11
I01472,O01108,P0285,-2,9143.89,16
I01473,O00311,P0454,3,9038.24,2
I01474,O00451,P0407,4,1447.2,29
I01475,O01390,P0172,1,9581.11,29
I01476,O01153,P0285,4,7920.55,17
I01477,O01159,P0441,4,1942.07,5
I01478,O00868,P0160,5,1758.12,1
I01479,O00493,P0215,2,6743.26,28
I01480,O01422,P0073,2,4629.97,11
I01481,O00524,P0237,5,9834.7,28
I01482,O00259,P0001,1,9082.58,3
I01483,O00332,P0116,1,7165.57,17
I01484,O00884,P0359,1,9578.61,3
I01485,O00351,P0035,5,3590.46,29
I01486,O01070,P0294,5,9107.62,23
I01487,O01159,P0049,1,4393.98,24
I01488,O00434,P0275,1,3777.14,17
I01489,O01206,P0451,5,3198.18,23
I01490,O00964,P0086,4,7069.38,3
I01491,O00092,P0363,4,598.4,24
I01492,O00981,P0274,3,7679.32,22
I01493,O00138,P0281,5,9792.99,19
I01494,O01192,P0246,2,9002.23,25
I01495,O00637,P0444,5,628.86,3
I01496,O01480,P0387,5,4820.04,0
I01497,O00438,P0315,1,3016.0,4
I01498,O00319,P0031,2,2594.42,8
I01499,O00571,P0336,3,2193.08,4
I01500,O00136,P0216,5,9741.99,30
I01501,O01456,P0101,3,7040.9,21
I01502,O00027,P0066,2,457.55,6
I01503,O01464,P0357,1,1577.75,27
I01504,O00899,P0255,2,3655.84,29
I01505,O00212,P0125,2,3792.01,6
I01506,O00268,P0258,1,1026.02,10
I01507,O00811,P0101,1,128.57,26
I01508,O01219,P0119,1,9355.54,14
I01509,O00815,P0463,4,5887.17,19
I01510,O00146,P0351,5,326.89,5
I01511,O01399,P0453,5,8148.25,23
I01512,O00775,P0443,1,6120.37,27
I01513,O01088,P0112,2,1281.38,25
I01514,O01109,P0421,1,2831.47,19
I01515,O00309,P0291,4,903.48,27
I01516,O00860,P0250,2,238.52,1
I01517,O00755,P0497,3,8428.26,26
I01518,O00084,P0197,4,2415.29,12
I01519,O01049,P0412,2,3997.79,11
I01520,O00588,P0399,1,7654.36,8
I01521,O00904,P0495,3,4371.7,6
I01522,O00387,P0368,3,2324.73,13
I01523,O01326,P0310,-3,3831.6,14
I01524,O00346,P0198,2,1433.43,28
I01525,O00301,P0131,1,2242.78,13
I01526,O00704,P0482,2,6580.01,22
I01527,O00310,P0052,3,6823.86,27
I01528,O00081,P0274,5,7376.03,30
I01529,O01266,P0051,5,7425.06,29
I01530,O00492,P0371,4,3180.24,26
I01531,O01170,P0350,1,3864.64,7
I01532,O00491,P0455,2,1426.38,30
I01533,O00383,P0456,3,3719.77,1
I01534,O00461,P0126,3,2681.35,6
I01535,O00494,P0040,1,878.99,26
I01536,O01084,P0256,3,4116.11,11
I01537,O00957,P0399,3,7304.87,29
I01538,O01023,P0170,5,7981.05,12
I01539,O01476,P0409,5,9904.61,23
I01540,O00739,P0496,3,2475.3,11
I01541,O00555,P0202,5,3927.93,23
I01542,O00783,P0493,5,8088.24,13
I01543,O00260,P0041,2,1853.12,9
I01544,O01429,P0466,-3,178.4,10
I01545,O00628,P0261,5,966.63,10
I01546,O01221,P0074,2,3298.66,30
I01547,O00814,P0155,3,8457.97,5
I01548,O00491,P0007,1,4586.68,8
I01549,O01470,P0302,2,9874.26,8
I01550,O00586,P0027,2,9977.19,30
I01551,O01196,P0101,3,2553.34,28
I01552,O00239,P0155,2,7789.84,28
I01553,O00115,P0232,3,5709.06,7
I01554,O01395,P0463,4,278.91,17
I01555,O01088,P0421,1,3627.05,5
I01556,O00163,P0189,2,7325.91,14
I01557,O01141,P0144,1,3251.52,6
I01558,O01348,P0144,3,7417.33,5
I01559,O01036,P0409,4,4660.48,8
I01560,O01019,P0100,4,6463.88,5
I01561,O00842,P0408,1,3480.23,23
I01562,O00911,P0237,2,4584.37,18
I01563,O00664,P0209,4,1964.17,14
I01564,O00127,P0331,1,8291.41,29
I01565,O00900,P0478,3,5416.4,0
I01566,O01064,P0338,3,9842.43,1
I01567,O00991,P0439,1,6855.94,23
I01568,O00382,P0164,2,4684.84,27
I01569,O00055,P0310,2,3081.13,30
I01570,O00253,P0394,5,9192.88,24
I01571,O01286,P0356,4,959.76,5
I01572,O00406,P0194,1,6262.1,11
I01573,O00801,P0091,2,9074.19,0
I01574,O01179,P0372,5,6348.56,15
I01575,O01473,P0192,2,9666.97,11
I01576,O00304,P0087,2,1592.69,22
I01577,O01262,P0098,4,8946.85,19
I01578,O00589,P0187,5,8543.35,22
I01579,O00462,P0067,2,2343.71,13
I01580,O00072,P0241,1,4031.25,29
I01581,O00941,P0024,1,5163.36,12
I01582,O00248,P0392,5,5106.1,5
I01583,O00203,P0008,2,4964.78,4
I01584,O01321,P0433,4,9526.29,17
I01585,O01144,P0348,2,5646.18,30
I01586,O01010,P0342,2,7958.18,20
I01587,O00537,P0274,4,8609.34,24
I01588,O00665,P0227,4,7562.14,4
I01589,O00444,P0354,2,9826.47,4
I01590,O01042,P0009,2,6383.93,24
I01591,O00316,P0178,5,5646.11,21
I01592,O01362,P0351,5,6350.22,5
I01593,O00725,P0208,2,665.88,5
I01594,O00692,P0109,5,3778.75,1
I01595,O01302,P0405,4,7248.39,27
I01596,O01327,P0059,2,5362.57,8
I01597,O01008,P0142,4,1134.96,7
I01598,O00646,P0118,1,8582.04,30
I01599,O01338,P0288,3,3307.19,0
I01600,O00790,P0090,1,4072.8,1
I01601,O01360,P0205,5,2369.46,26
I01602,O00791,P0033,4,3206.93,8
I01603,O00653,P0129,4,5729.9,25
I01604,O01352,P0035,2,3746.05,13
I01605,O01160,P0393,3,9191.29,10
I01606,O00035,P0292,3,9340.12,2
I01607,O01214,P0109,5,5950.25,14
I01608,O00379,P0031,5,4823.89,0
I01609,O00346,P0223,-2,9766.3,21
I01610,O01336,P0255,1,1051.33,23
I01611,O00151,P0482,1,2097.67,7
I01612,O01271,P0207,4,4681.3,18
I01613,O01160,P0489,4,5279.88,6
I01614,O01005,P0458,1,4890.34,2
I01615,O00380,P0068,5,4434.71,12
I01616,O00695,P0357,1,5810.08,16
I01617,O01329,P0279,5,4261.53,7
I01618,O01403,P0293,2,9011.08,22
I01619,O01235,P0047,3,6336.66,12
I01620,O00064,P0489,3,5173.69,23
I01621,O00373,P0120,5,1334.42,1
I01622,O00142,P0181,2,8437.43,24
I01623,O00775,P0140,3,9932.55,18
I01624,O00582,P0246,4,168.19,1
I01625,O01150,P0238,1,4016.87,9
I01626,O00892,P0255,5,4069.05,18
I01627,O00634,P0454,4,9415.86,13
I01628,O00712,P0219,2,6937.2,1
I01629,O00068,P0012,3,4126.39,11
I01630,O00964,P0102,3,472.59,23
I01631,O01158,P0219,4,6202.94,30
I01632,O00226,P0452,4,6386.4,20
I01633,O01426,P0195,3,2305.13,6
I01634,O01216,P0239,1,7218.26,5
I01635,O00331,P0271,3,1694.91,13
I01636,O00481,P0041,2,8547.92,19
I01637,O01272,P0436,3,5639.95,18
I01638,O00715,P0473,3,2888.76,21
I01639,O00677,P0386,4,2691.08,28
I01640,O00630,P0364,3,2648.24,2
I01641,O00811,P0292,3,9287.23,18
I01642,O00497,P0427,2,7086.3,27
I01643,O00924,P0146,3,2341.51,28
I01644,O00541,P0009,3,5305.66,21
I01645,O00460,P0025,5,5973.88,16
I01646,O01481,P0245,4,7263.11,6
I01647,O01092,P0329,5,7728.32,16
I01648,O00553,P0052,5,2566.85,3
I01649,O01170,P0229,1,1377.98,22
I01650,O00981,P0390,2,529.18,10
I01651,O01063,P0179,3,2007.89,20
I01652,O00968,P0410,4,5897.49,27
I01653,O00021,P0022,2,3087.54,18
I01654,O00782,P0476,4,734.47,23
I01655,O00112,P0422,5,371.12,28
I01656,O00236,P0105,3,7365.0,14
I01657,O00730,P0271,3,7099.09,12
I01658,O00691,P0322,2,6807.65,15
I01659,O00882,P0498,1,8081.03,29
I01660,O00141,P0134,5,7087.58,17
I01661,O01425,P0168,3,4025.83,7
I01662,O01111,P0282,1,3772.77,28
I01663,O00376,P0098,2,8305.25,5
I01664,O00510,P0100,2,3169.27,9
I01665,O00426,P0336,2,1167.04,9
I01666,O01463,P0297,2,4215.28,23
I01667,O01107,P0426,4,377.4,17
I01668,O00289,P0292,3,8617.52,12
I01669,O00314,P0454,5,8066.7,2
I01670,O00586,P0033,4,4711.58,6
I01671,O00653,P0030,1,1636.14,17
I01672,O00335,P0083,3,8169.16,19
I01673,O00693,P0093,3,4539.71,10
I01674,O00274,P0267,2,9940.76,19
I01675,O00034,P0069,-2,3368.87,18
I01676,O00021,P0118,1,317.47,6
I01677,O00904,P0035,3,7367.23,3
I01678,O00748,P0478,4,8176.27,14
I01679,O00980,P0313,4,6138.62,24
I01680,O00117,P0089,3,2852.14,11
I01681,O00355,P0467,2,2385.22,18
I01682,O00999,P0088,5,2426.38,6
I01683,O00270,P0024,3,1357.85,9
I01684,O01191,P0415,4,7439.85,29
I01685,O01470,P0084,1,9580.36,21
I01686,O00765,P0030,2,4449.53,28
I01687,O00531,P0339,4,8842.67,14
I01688,O00976,P0329,1,6397.02,15
I01689,O00848,P0055,3,6260.76,26
I01690,O00375,P0474,5,2710.73,12
I01691,O00466,P0275,3,8736.73,14
I01692,O00961,P0323,2,1568.55,16
I01693,O00649,P0307,1,497.02,30
I01694,O00703,P0198,5,4002.61,17
I01695,O01039,P0372,3,7421.03,30
I01696,O01285,P0097,2,4568.56,24
I01697,O00205,P0067,1,936.91,1
I01698,O01052,P0022,1,2433.49,11
I01699,O01258,P0026,5,6729.14,28
I01700,O00102,P0442,1,8261.35,9
I01701,O00462,P0307,1,1595.4,3
I01702,O01265,P0129,5,6975.0,5
I01703,O00225,P0253,5,1110.03,5
I01704,O00795,P0384,2,2619.82,7
I01705,O00335,P0011,5,3671.09,9
I01706,O00770,P0091,2,3831.15,10
I01707,O01324,P0196,3,8514.97,6
I01708,O00004,P0355,2,5441.83,6
I01709,O00603,P0155,2,4483.9,28
I01710,O01063,P0256,1,5134.89,18
I01711,O00952,P0011,-3,8063.95,0
I01712,O00774,P0393,3,5124.12,11
I01713,O00642,P0098,1,7901.43,14
I01714,O01438,P0463,4,1898.43,13
I01715,O01225,P0380,2,3233.67,7
I01716,O01020,P0243,3,3257.18,5
I01717,O01162,P0079,2,273.61,2
I01718,O00172,P0073,4,8114.26,4
I01719,O01173,P0372,1,9281.72,4
I01720,O00147,P0166,5,9248.2,30
I01721,O00311,P0303,4,3245.69,24
I01722,O00893,P0126,5,4686.4,23
I01723,O00353,P0424,2,6261.99,9
I01724,O00773,P0039,2,3418.72,8
I01725,O01324,P0343,5,5557.13,3
I01726,O00220,P0115,2,6581.54,24
I01727,O01176,P0274,1,8531.51,7
I01728,O01316,P0043,2,1850.12,4
I01729,O00355,P0401,1,855.07,23
I01730,O00231,P0365,3,3787.65,4
I01731,O01098,P0256,4,9915.2,9
I01732,O01194,P0057,1,5355.3,8
I01733,O00798,P0159,5,9889.34,24
I01734,O01380,P0001,2,521.54,12
I01735,O01030,P0469,2,9331.14,14
I01736,O00643,P0267,5,3340.19,23
I01737,O00578,P0485,4,8715.14,23
I01738,O00244,P0306,3,4409.91,4
I01739,O00370,P0058,2,6144.1,22
I01740,O00367,P0039,4,2013.75,0
I01741,O00094,P0146,3,1714.64,8
I01742,O00231,P0145,5,7354.12,30
I01743,O01164,P0396,5,8632.54,27
I01744,O01260,P0229,1,1618.9,24
I01745,O01217,P0314,4,2849.08,22
I01746,O00330,P0264,5,7013.26,3
I01747,O00450,P0449,-5,4376.71,13
I01748,O00345,P0362,1,121.1,0
I01749,O00331,P0277,3,3432.94,17
I01750,O00198,P0002,4,3285.48,1
I01751,O00554,P0126,3,8874.33,28
I01752,O00004,P0479,2,3617.25,22
I01753,O01262,P0088,2,6633.85,18
I01754,O00924,P0204,5,5386.42,13
I01755,O00894,P0478,2,2516.25,7
I01756,O00424,P0452,2,8733.6,19
I01757,O00418,P0110,4,8164.12,13
I01758,O01301,P0059,1,8844.4,30
I01759,O00825,P0091,5,4036.73,3
I01760,O00625,P0495,2,7792.02,0
I01761,O01360,P0259,1,7931.91,6
I01762,O00313,P0051,2,6762.97,27
I01763,O00459,P0179,5,8987.34,14
I01764,O00130,P0271,5,4821.02,22
I01765,O00988,P0253,1,3917.86,20
I01766,O01289,P0371,1,3765.32,18
I01767,O01103,P0268,-2,1094.47,20
I01768,O00154,P0319,3,1361.61,19
I01769,O00240,P0236,4,9190.39,22
I01770,O01216,P0215,1,5837.6,17
I01771,O00613,P0180,2,6641.34,5
I01772,O01499,P0078,1,7044.8,12
I01773,O00818,P0274,3,3906.27,5
I01774,O01178,P0425,5,1032.59,10
I01775,O01264,P0260,4,5972.45,28
I01776,O00458,P0309,2,2801.0,13
I01777,O00611,P0454,1,1451.39,27
I01778,O00550,P0322,-5,4804.28,24
I01779,O01209,P0156,5,723.0,14
I01780,O00993,P0012,5,5668.12,17
I01781,O01405,P0349,5,5030.5,17
I01782,O01170,P0146,3,4115.72,2
I01783,O01246,P0411,5,5090.28,9
I01784,O00497,P0148,1,8405.07,16
I01785,O01191,P0275,3,8103.43,3
I01786,O01197,P0274,4,376.75,9
I01787,O01239,P0086,-3,6662.53,16
I01788,O00670,P0495,4,1791.92,26
I01789,O00286,P0493,1,4640.94,12
I01790,O01233,P0462,4,705.94,26
I01791,O01095,P0427,5,2601.36,16
I01792,O00002,P0285,1,8784.87,18
I01793,O01364,P0412,5,507.38,15
I01794,O01108,P0283,3,2445.92,19
I01795,O00218,P0284,4,3541.57,27
I01796,O00916,P0404,-2,3768.52,0
I01797,O00095,P0348,-1,3514.64,12
I01798,O01222,P0183,4,6485.99,0
I01799,O00199,P0286,3,2684.49,18
I01800,O01109,P0341,2,8462.24,9
I01801,O00107,P0258,4,7635.58,29
I01802,O01088,P0242,1,1703.76,28
I01803,O01293,P0385,1,2120.04,11
I01804,O00556,P0471,1,3026.7,30
I01805,O01220,P0481,3,528.33,15
I01806,O00865,P0287,3,9033.63,12
I01807,O00080,P0194,3,1503.46,24
I01808,O00705,P0313,2,6013.83,27
I01809,O00872,P0394,4,1864.78,30
I01810,O00017,P0170,2,2435.53,29
I01811,O00061,P0133,3,5039.15,15
I01812,O00591,P0351,4,7876.13,11
I01813,O00896,P0168,5,1790.15,27
I01814,O00641,P0004,2,4942.08,2
I01815,O01493,P0179,2,2259.8,5
I01816,O00511,P0202,5,1364.49,5
I01817,O00140,P0476,1,7199.6,15
I01818,O01311,P0074,2,6369.74,14
I01819,O00555,P0275,4,6461.13,23
I01820,O01139,P0165,2,7152.42,10
I01821,O00371,P0300,5,6719.07,5
I01822,O00641,P0052,3,4120.19,16
I01823,O01260,P0044,3,4541.4,1
I01824,O01084,P0437,3,6403.65,11
I01825,O00530,P0230,3,4595.67,8
I01826,O00750,P0327,4,2226.76,24
I01827,O01084,P0375,2,7459.16,23
I01828,O00945,P0061,3,3628.43,9
I01829,O00533,P0149,5,8489.31,19
I01830,O00474,P0251,2,5154.4,0
I01831,O01086,P0112,2,4270.72,27
I01832,O00491,P0423,1,6478.67,29
I01833,O00875,P0480,5,470.6,15
I01834,O00359,P0416,5,9144.73,2
I01835,O00983,P0279,3,4804.66,0
I01836,O00891,P0095,3,3228.1,2
I01837,O00912,P0355,3,3126.72,10
I01838,O01493,P0116,2,4878.05,25
I01839,O01049,P0290,5,8648.42,11
I01840,O00386,P0150,4,2864.24,12
I01841,O00982,P0227,4,7448.84,29
I01842,O00815,P0302,2,9328.21,9
I01843,O00812,P0070,2,5917.84,18
I01844,O01289,P0407,3,4357.12,28
I01845,O01204,P0295,3,5899.79,0
I01846,O01091,P0305,1,5585.63,15
I01847,O01089,P0464,2,2416.13,29
I01848,O01443,P0044,3,5449.0,13
I01849,O00589,P0088,5,6540.46,12
I01850,O01054,P0398,3,5215.36,19
I01851,O01194,P0190,5,4436.6,17
I01852,O01005,P0169,3,6387.58,18
I01853,O00259,P0485,3,5231.3,3
I01854,O00294,P0037,5,4466.96,18
I01855,O01248,P0339,4,8982.22,27
I01856,O00613,P0271,1,5450.43,20
I01857,O00926,P0461,5,911.3,0
I01858,O01084,P0154,3,9167.45,8
I01859,O00545,P0407,3,9267.05,13
I01860,O00328,P0268,4,9949.65,16
I01861,O01488,P0112,1,6418.13,6
I01862,O00890,P0435,5,5410.12,24
I01863,O01249,P0252,1,8359.49,2
I01864,O00690,P0296,3,212.43,26
I01865,O01265,P0337,1,9177.51,30
I01866,O00342,P0427,5,1143.12,14
I01867,O00647,P0076,5,5646.71,13
I01868,O00453,P0422,4,7914.25,2
I01869,O01103,P0385,3,304.61,23
I01870,O00025,P0394,4,8377.73,10
I01871,O00809,P0011,2,7486.68,3
I01872,O01198,P0041,1,203.31,30
I01873,O01175,P0243,5,3143.0,20
I01874,O00499,P0371,3,4323.26,18
I01875,O00672,P0424,1,5396.61,3
I01876,O00088,P0146,5,3344.63,28
I01877,O01464,P0237,2,2145.18,2
I01878,O01088,P0255,3,2135.85,24
I01879,O00901,P0041,4,2248.63,11
I01880,O00822,P0291,5,2528.93,11
I01881,O00124,P0361,2,170.43,10
I01882,O00882,P0047,5,3730.51,30
I01883,O00505,P0045,3,6541.55,27
I01884,O00491,P0300,4,4924.7,5
I01885,O00237,P0052,3,3860.33,7
I01886,O01257,P0022,4,6634.24,26
I01887,O00966,P0249,5,1898.94,0
I01888,O00864,P0393,2,6536.55,13
I01889,O00511,P0152,1,1853.18,2
I01890,O00526,P0036,4,8188.3,21
I01891,O00215,P0320,4,9991.84,14
I01892,O00420,P0172,3,5400.59,26
I01893,O00544,P0022,3,9755.6,30
I01894,O01371,P0287,1,5513.94,4
I01895,O00017,P0136,4,1512.83,13
I01896,O01043,P0447,2,1114.24,20
I01897,O00929,P0060,3,5335.8,18
I01898,O00433,P0475,2,313.92,13
I01899,O00857,P0254,5,4081.11,22
I01900,O01418,P0471,5,135.58,5
I01901,O00570,P0481,2,6175.29,14
I01902,O00719,P0058,3,8571.22,7
I01903,O00930,P0070,3,8474.0,3
I01904,O00403,P0011,4,6453.85,13
I01905,O00246,P0404,5,1146.02,12
I01906,O00072,P0104,3,3120.16,6
I01907,O01071,P0462,5,743.56,15
I01908,O00908,P0334,2,7499.39,30
I01909,O00480,P0110,5,4106.56,24
I01910,O00515,P0049,4,2402.23,0
I01911,O00231,P0483,-5,9519.99,6
I01912,O00859,P0497,5,329.6,17
I01913,O00715,P0136,2,7896.49,1
I01914,O00349,P0442,3,8711.92,28
I01915,O01484,P0335,1,3625.38,14
I01916,O00573,P0034,-2,294.83,22
I01917,O01443,P0140,4,1087.08,6
I01918,O00492,P0431,2,5553.3,2
I01919,O01464,P0316,1,3164.71,30
I01920,O00568,P0279,2,9525.97,0
I01921,O01143,P0244,5,1595.13,12
I01922,O01177,P0209,3,2126.39,5
I01923,O01016,P0432,3,3055.62,4
I01924,O00543,P0427,2,8911.73,20
I01925,O00205,P0056,2,5382.34,19
I01926,O00626,P0196,1,5305.82,3
I01927,O00973,P0007,4,1578.16,12
I01928,O00348,P0029,4,9349.08,4
I01929,O00687,P0400,1,7944.98,12
I01930,O00144,P0293,4,3667.87,13
I01931,O00021,P0174,5,4701.98,19
I01932,O00197,P0254,3,2509.61,10
I01933,O00054,P0409,5,4667.81,19
I01934,O00071,P0336,4,4569.56,5
I01935,O01108,P0417,1,3868.68,1
I01936,O00155,P0336,5,3959.49,4
I01937,O00520,P0162,2,8714.37,22
I01938,O00230,P0254,3,1198.5,5
I01939,O00141,P0243,5,8358.92,14
I01940,O00834,P0028,3,9834.18,4
I01941,O00601,P0439,2,7886.53,28
I01942,O00296,P0048,2,6514.66,0
I01943,O00440,P0467,2,5918.36,24
I01944,O01361,P0374,1,268.47,8
I01945,O00914,P0409,3,8441.44,28
I01946,O00047,P0107,2,6776.59,13
I01947,O00461,P0473,3,1392.44,13
I01948,O01235,P0419,1,3071.07,17
I01949,O01387,P0069,1,2776.45,11
I01950,O00719,P0058,3,3884.42,4
I01951,O01367,P0057,1,3264.72,29
I01952,O00187,P0088,5,8073.69,17
I01953,O01440,P0147,4,7351.82,25
I01954,O00523,P0246,5,5604.43,25
I01955,O00260,P0110,5,4689.73,1
I01956,O00552,P0160,1,4616.25,0
I01957,O00898,P0421,5,6607.76,2
I01958,O00067,P0252,5,2986.6,27
I01959,O00896,P0154,5,531.76,12
I01960,O01084,P0478,5,8256.41,28
I01961,O01496,P0321,2,1365.79,6
I01962,O00571,P0277,3,2763.25,13
I01963,O00081,P0259,3,1661.43,7
I01964,O00841,P0164,5,2815.78,5
I01965,O00020,P0087,2,752.59,5
I01966,O01007,P0352,2,9394.12,4
I01967,O00674,P0001,1,8798.63,24
I01968,O00043,P0010,-2,5530.58,12
I01969,O01463,P0207,2,4589.03,18
I01970,O00007,P0265,1,5258.81,24
I01971,O00249,P0130,5,1279.2,25
I01972,O00190,P0197,-1,5720.4,23
I01973,O00285,P0351,2,4995.27,29
I01974,O01192,P0345,4,5366.13,24
I01975,O01468,P0317,5,542.82,0
I01976,O00690,P0154,5,5478.93,26
I01977,O01122,P0218,1,4852.29,8
I01978,O00104,P0012,4,9221.46,26
I01979,O01402,P0113,5,2565.51,3
I01980,O00501,P0488,1,4512.13,29
I01981,O00175,P0163,1,1015.42,19
I01982,O01422,P0133,5,3364.29,4
I01983,O00633,P0077,5,9730.51,6
I01984,O01362,P0007,3,777.29,6
I01985,O00569,P0212,3,4170.05,14
I01986,O01178,P0311,3,6012.58,9
I01987,O00560,P0442,5,4103.78,14
I01988,O00196,P0030,2,5550.31,8
I01989,O01447,P0395,1,5436.84,2
I01990,O00283,P0335,5,2302.67,14
I01991,O00592,P0496,5,111.17,30
I01992,O01088,P0178,4,5057.89,2
I01993,O00666,P0464,4,1445.84,7
I01994,O00395,P0211,3,3184.57,30
I01995,O00931,P0009,2,183.37,2
I01996,O01147,P0487,2,1480.94,22
I01997,O00238,P0352,3,4244.86,2
I01998,O00671,P0178,2,5688.16,9
I01999,O00065,P0032,4,4700.02,5
I02000,O00874,P0210,2,332.96,2
